"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Dreieck: Rechten Winkel aus der Lage zu den Koordinatenachsen begründen";"Analytische Geometrie";"Orthogonalität";"Einen rechten Winkel eines Dreiecks ohne Rechnung aus der Lage der Schenkel in einer Koordinatenebene und auf der dazu senkrechten Achse begründen.";"2024MerhoehtBAGLAA1WTR-2a";"neu"
"Ebene Figur: Eckpunkt auf einer Achse aus dem Umfang eines Dreiecks bestimmen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Die unbekannte Koordinate eines Eckpunkts auf einer Koordinatenachse aus einem vorgegebenen Umfang über eine Wurzelgleichung bestimmen.";"2024MerhoehtBAGLAA1WTR-2b";"neu"
"Punkt: Bildpunkte einer Drehung um eine Koordinatenachse mit vorgegebener Koordinate angeben";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Punkte auf der Kreisbahn angeben, die ein Punkt bei Drehung um eine Koordinatenachse beschreibt, wenn eine Koordinate vorgegeben ist.";"2024MerhoehtBAGLAA1WTR-2c";"neu"
"Körper: Oberflächeninhalt einer quadratischen Pyramide berechnen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Den Oberflächeninhalt einer quadratischen Pyramide aus Grundfläche und vier Seitendreiecken (Seitenhöhe über Pythagoras) berechnen.";"2024MerhoehtBAGLAA2WTR1-1a";"neu"
"Symmetrieebene eines Körpers unter vorgegebenen Gleichungen auswählen und eine ausschließen";"Analytische Geometrie";"Spiegelung";"Unter mehreren Ebenengleichungen die Symmetrieebene eines Körpers (Pyramide, Quader) auswählen und für eine andere über eine Punktprobe oder einen Kantenmittelpunkt begründen, dass sie keine ist.";"2024MerhoehtBAGLAA2WTR1-1b";"neu"
"Lösungsweg für den Punkt gleichen Abstands zu allen Seitenflächen einer Pyramide erläutern";"Analytische Geometrie";"Abstände";"Einen vorgelegten Lösungsweg mit Lotgerade, Lotfußpunkt und Abstandsgleichheit zur Grundfläche für den Mittelpunkt der Inkugel einer Pyramide erläutern.";"2024MerhoehtBAGLAA2WTR1-1d";"neu"
"Gemeinsamen Punkt aller Ebenen einer Schar nachweisen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Durch Einsetzen nachweisen, dass ein Punkt in allen Ebenen einer Schar liegt.";"2024MerhoehtBAGLAA2WTR1-1e";"neu"
"Schnittwinkel einer Geraden mit allen Ebenen einer Schar als parameterunabhängig nachweisen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Den Sinus des Schnittwinkels zwischen einer Geraden und den Scharebenen mit Parameter berechnen und zeigen, dass der Parameter herausfällt.";"2024MerhoehtBAGLAA2WTR1-1f";"neu"
"Lotfußpunkte vom Ursprung auf Spurgeraden von Scharebenen einzeichnen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Für ausgewählte Parameterwerte die Spurgeraden der Scharebenen in einer Koordinatenebene und die Lotfußpunkte vom Ursprung in das Schrägbild einzeichnen.";"2024MerhoehtBAGLAA2WTR1-1g";"neu"
"Körper: Rotationskörper einer Scharfläche als halben Kegel beschreiben und Volumen bestimmen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Den Körper beschreiben, der beim Durchlaufen eines Parameters durch Drehung eines Dreiecks um eine Achse entsteht (halber Kegel), und sein Volumen berechnen.";"2024MerhoehtBAGLAA2WTR1-1h";"neu"
"Bedingte Wahrscheinlichkeit über Bayes aus dem Baumdiagramm berechnen";"Stochastik";"Bedingte Wahrscheinlichkeit und Bayes";"Eine bedingte Wahrscheinlichkeit gegen die Richtung des Baumdiagramms als Quotient aus einem Pfad und der Summe der Pfade zum Ereignis berechnen.";"2024MerhoehtBStochastikWTR1-1b";"neu"
"Mindestumfang für eine Mindestwahrscheinlichkeit von mehr als k Treffern ermitteln";"Stochastik";"Binomialverteilung";"Den kleinsten Stichprobenumfang n ermitteln, für den P(X > k) eine vorgegebene Schranke erreicht, durch Probieren am Rechner.";"2024MerhoehtBStochastikWTR1-1c";"neu"
"Wahl der Nullhypothese aus der Sicht des Entscheiders begründen";"Stochastik";"Hypothesentests";"Angeben, welche Überlegung (welcher zu vermeidende Fehler) zur Wahl einer bestimmten Nullhypothese führt.";"2024MerhoehtBStochastikWTR1-2a";"neu"
"Lücke in einem Lösungsweg zur Ablehnungsgrenze begründen und ergänzen";"Stochastik";"Hypothesentests";"Begründen, dass der Nachweis P(Y ≥ k) ≤ α allein die Ablehnungsgrenze nicht festlegt, und den fehlenden Nachbarwert ergänzen.";"2024MerhoehtBStochastikWTR1-2b";"neu"
"Fehler zweiter Art für einen selbst gewählten Anteil berechnen und mit einer Schranke vergleichen";"Stochastik";"Hypothesentests";"Für einen selbst gewählten Anteil, bei dem die Nullhypothese falsch ist, die Wahrscheinlichkeit des Fehlers zweiter Art berechnen und nachweisen, dass sie eine Schranke überschreitet.";"2024MerhoehtBStochastikWTR1-2c";"neu"
"Anteil der Kennwörter aus einer Teilmenge der Zeichen mit Wiederholung berechnen";"Stochastik";"Kombinatorik";"Die Anzahl der Zeichenfolgen fester Länge mit Wiederholung als Potenz bilden und den Anteil einer Teilmenge der Zeichen berechnen.";"2024MerhoehtBStochastikWTR1-3a";"neu"
"Anzahl der Kennwörter mit fester Buchstabenfolge und zwei Zusatzzeichen berechnen";"Stochastik";"Kombinatorik";"Die Anzahl der Zeichenfolgen bestimmen, die eine feste Teilfolge in Reihenfolge enthalten und mit verschiedenen weiteren Zeichen aufgefüllt sind (Lagen mal Zeichenwahl).";"2024MerhoehtBStochastikWTR1-3b";"neu"
"Hypergeometrische Wahrscheinlichkeit für genau k Treffer über Binomialkoeffizienten nachweisen";"Stochastik";"Hypergeometrische Verteilung";"Die Wahrscheinlichkeit für genau k Treffer beim Ziehen ohne Zurücklegen als Quotient von Binomialkoeffizienten berechnen.";"2024MerhoehtBStochastikWTR2-1e";"neu"
"Quantil einer Normalverteilung bestimmen und Wahrscheinlichkeit dafür bei einer zweiten Verteilung beurteilen";"Stochastik";"Normalverteilung und Sigma-Regeln";"Aus P(V > c) = q den Wert c bestimmen und für eine zweite Normalverteilung die Wahrscheinlichkeit beurteilen, c zu erreichen.";"2024MerhoehtBStochastikWTR2-2b";"neu"
"Parameter einer Normalverteilung aus dem Graphen der Verteilungsfunktion ermitteln";"Stochastik";"Normalverteilung und Sigma-Regeln";"μ als Stelle des Werts 0,5 und σ aus einem weiteren abgelesenen Punkt des Graphen der Verteilungsfunktion ermitteln.";"2024MerhoehtBStochastikWTR2-2c";"neu"
"Nullstellen und Extremstelle einer Parabel berechnen";"Analysis";"Kurvenuntersuchung";"Die Nullstellen einer quadratischen Funktion über die Lösungsformel und die Extremstelle als Mitte der Nullstellen oder über die Ableitung berechnen.";"2023MgrundlegendBAnalysisWTR1-1a";"neu"
"Abstand zwischen Parabel und waagerechter Gerade über den Scheitel beschreiben";"Analysis";"Kurvenuntersuchung";"Beschreiben, dass der Abstand zwischen dem Graphen einer nach unten geöffneten Parabel und einer waagerechten Geraden oberhalb als Differenz von Geradenhöhe und y-Koordinate des Hochpunkts berechnet wird.";"2023MgrundlegendBAnalysisWTR1-1b";"neu"
"Schnittwinkel eines Graphen mit einer waagerechten Geraden über die Ableitung berechnen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Schnittstelle eines Graphen mit einer waagerechten Geraden bestimmen und den Schnittwinkel über tan φ = f'(x₀) berechnen.";"2023MgrundlegendBAnalysisWTR1-1c";"neu"
"Gemeinsame Tangente zweier Graphen im Schnittpunkt nachweisen und angeben";"Analysis";"Tangente, Normale, Schnittwinkel";"Für zwei Graphen mit gemeinsamem Punkt nachweisen, dass die Ableitungen dort übereinstimmen, und die Gleichung der gemeinsamen Tangente angeben.";"2023MgrundlegendBAnalysisWTR1-1d";"neu"
"Funktionswert an der Stelle stärkster Abnahme am Graphen ablesen";"Analysis";"Kurvenuntersuchung";"Den Wendepunkt im fallenden Bereich eines Graphen als Stelle stärkster Abnahme aufsuchen und seine y-Koordinate im Sachzusammenhang ablesen.";"2023MgrundlegendBAnalysisWTR1-2b";"neu"
"Relative Abweichung zwischen Tangente und Funktion als Ungleichung im Sachzusammenhang deuten";"Analysis";"Tangente, Normale, Schnittwinkel";"Eine Ungleichung der Form |t(x) − f(x)| / f(x) < c auf einem Intervall als Aussage über die Güte der Tangente als Näherung der Funktion im Sachzusammenhang interpretieren.";"2023MgrundlegendBAnalysisWTR1-2c";"neu"
"Einfluss eines additiven Scharparameters auf den Graphen beschreiben";"Analysis";"Funktionsscharen und Ortskurven";"Beschreiben, dass ein additiver Scharparameter den Graphen in y-Richtung verschiebt.";"2023MgrundlegendBAnalysisWTR1-3a";"neu"
"Scharparameter für den Mittelpunkt der Extrempunkte auf der x-Achse bestimmen";"Analysis";"Funktionsscharen und Ortskurven";"Den Scharparameter bestimmen, für den der Mittelpunkt der Strecke zwischen den beiden Extrempunkten auf der x-Achse liegt, über die Bedingung an die Summe der Funktionswerte.";"2023MgrundlegendBAnalysisWTR1-3b";"neu"
"Scharparameter für genau eine Nullstelle über die Lage der Extrempunkte angeben";"Analysis";"Funktionsscharen und Ortskurven";"Alle Werte eines additiven Scharparameters angeben, für die die Funktion genau eine Nullstelle hat, aus der Lage von Tief- und Hochpunkt zur x-Achse und dem Grenzverhalten.";"2023MgrundlegendBAnalysisWTR1-3c";"neu"
"Transformation: Anzahl verschiedener Ergebnisse bei vertauschter Reihenfolge von Spiegelung und Verschiebungen begründen";"Analysis";"Funktionsklassen und Eigenschaften";"Begründen, wie viele verschiedene Graphen entstehen, wenn Spiegelung an der x-Achse und Verschiebungen in x- und y-Richtung in allen Reihenfolgen ausgeführt werden.";"2023MgrundlegendBAnalysisWTR2-1e";"neu"
"Aufgabenstellung zu Extremstellen und Wertedifferenz aus dem Lösungsweg formulieren und erläutern";"Analysis";"Kurvenuntersuchung";"Zu einer Rechnung, die Extremstellen bestimmt und die Differenz der zugehörigen Funktionswerte bildet, eine passende Aufgabenstellung im Sachzusammenhang formulieren und die Schritte erläutern.";"2023MgrundlegendBAnalysisWTR2-2b";"neu"
"Nullstellen und Werte: Wertemenge und Häufigkeit der Werte einer Sinusfunktion auf einer Periode angeben";"Analysis";"Funktionsklassen und Eigenschaften";"Für eine gestreckte und verschobene Sinusfunktion auf einer Periode alle angenommenen Werte und angeben, wie oft jeder Wert angenommen wird.";"2023MgrundlegendBAnalysisWTR2-2c";"neu"
"Länge der Monotoniebereiche zweier Modellfunktionen vergleichen und eine Aussage beurteilen";"Analysis";"Kurvenuntersuchung";"Die Länge des Bereichs steigender Werte zweier Modellfunktionen aus ihren Extremstellen bestimmen und eine Aussage über den Unterschied beurteilen.";"2023MgrundlegendBAnalysisWTR2-2d";"neu"
"Körper: Volumen eines Prismas mit Trapezquerschnitt im Sachzusammenhang berechnen und mit einer Vorgabe vergleichen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Das Volumen eines Körpers mit Trapezquerschnitt als Prisma berechnen und mit einer vorgegebenen Füllmenge vergleichen.";"2023MgrundlegendBAGLAA1WTR-1b";"neu"
"Erreichbarkeit der Grundfläche über den größten Abstand zu einem Punkt beurteilen";"Analytische Geometrie";"Abstände";"Die von einem Punkt am weitesten entfernten Ecken einer Fläche bestimmen, den Abstand berechnen und mit einer vorgegebenen Länge vergleichen.";"2023MgrundlegendBAGLAA1WTR-1c";"neu"
"Verflechtung: Eintrag der Gesamtmatrix aus dem Diagramm bestätigen und Nulleintrag begründen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Einen Eintrag der Gesamtbedarfsmatrix als Summe der Pfadprodukte im Verflechtungsdiagramm nachrechnen und einen Nulleintrag über fehlende Pfade begründen.";"2023MgrundlegendBAGLAA1WTR-2a";"neu"
"Verflechtung: Höchstmenge aus einer Kostenschranke bei festem Mengenverhältnis ermitteln";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Bei festem Verhältnis der Produktionsmengen den Rohstoffbedarf und die Kosten als Term in einer Unbekannten ansetzen und die Höchstmengen aus einer Kostenschranke ermitteln.";"2023MgrundlegendBAGLAA1WTR-2b";"neu"
"Verflechtung: Format der Bedarfsmatrix aus der Anzahl der Stufenprodukte begründen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Zeilen- und Spaltenzahl einer Bedarfsmatrix aus der Anzahl der Produkte der beteiligten Stufen angeben und begründen.";"2023MgrundlegendBAGLAA1WTR-2c";"neu"
"Ebene Figur: Drachenviereck über zwei Paare gleich langer Seiten nachweisen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Ein Viereck als Drachenviereck nachweisen, indem zwei Paare benachbarter gleich langer Seiten aus den Koordinaten berechnet werden.";"2023MgrundlegendBAGLAA2WTR1-1a";"neu"
"Symmetrieebene eines geraden Prismas über die Symmetrieachse der Grundfläche begründen";"Analytische Geometrie";"Spiegelung";"Begründen, dass eine Ebene Symmetrieebene eines geraden Prismas ist, weil sie die Symmetrieachse der Grundfläche enthält und senkrecht auf der Grundfläche steht.";"2023MgrundlegendBAGLAA2WTR1-1c";"neu"
"Körper: Volumenrechnung eines Prismas aus einem Lösungsweg erläutern";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Die Faktoren einer vorgegebenen Volumenrechnung eines Prismas geometrisch deuten (Grundfläche, Höhe, Zerlegung).";"2023MgrundlegendBAGLAA2WTR1-1d";"neu"
"Körper: Geschwindigkeit entlang einer Kante aus Kantenlänge und Zeit berechnen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Die Länge einer Kante aus den Koordinaten berechnen und mit einer Zeitangabe und Einheitenumrechnung eine mittlere Geschwindigkeit bestimmen.";"2023MgrundlegendBAGLAA2WTR1-1e";"neu"
"Schnittwinkel zwischen Gerade und Ebene über Richtungs- und Normalenvektor berechnen";"Analytische Geometrie";"Skalarprodukt und Winkel";"Den Winkel zwischen einer Geraden und einer Ebene über sin φ = |u · n| / (|u| · |n|) aus Richtungs- und Normalenvektor berechnen.";"2023MgrundlegendBAGLAA2WTR1-1f";"neu"
"Ebene Figur: Gleichschenkligkeit über Seitenlängen nachweisen und Parallelität einer Kante zur Grundfläche begründen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Ein Dreieck über gleiche Schenkellängen als gleichschenklig nachweisen und die Parallelität einer Kante zu einer Koordinatenebene über gleiche Koordinaten begründen.";"2023MgrundlegendBAGLAA2WTR2-1a";"neu"
"Spitze einer Pyramide als Schnittpunkt einer Kantengeraden mit einer Koordinatenachse berechnen";"Analytische Geometrie";"Schnittmengen";"Die Spitze einer Pyramide als Schnittpunkt der Geraden durch zwei Punkte einer Kante mit einer Koordinatenachse berechnen.";"2023MgrundlegendBAGLAA2WTR2-1d";"neu"
"Abstand eines Punktes zu einer Ebene über eine Schrägstrecke nach oben abschätzen";"Analytische Geometrie";"Abstände";"Begründen, dass der Abstand eines Punktes zu einer Ebene kleiner als die Länge einer nicht senkrechten Verbindungsstrecke zu einem Ebenenpunkt ist, und dies in einer Skizze veranschaulichen.";"2023MgrundlegendBAGLAA2WTR2-1e";"neu"
"Körper: Volumenverlauf eines Restkörpers in Abhängigkeit vom Parameter als linear begründen und Graphen zuordnen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Das Volumen eines Restkörpers als Differenz eines konstanten Volumens und eines Pyramidenvolumens mit linear vom Parameter abhängiger Höhe darstellen und den passenden Graphen begründen.";"2023MgrundlegendBAGLAA2WTR2-1f";"neu"
"Anzahl geordneter Auswahlen ohne Wiederholung berechnen";"Stochastik";"Kombinatorik";"Die Anzahl der Möglichkeiten, k aus n Objekten in festgelegter Reihenfolge ohne Wiederholung auszuwählen, als Produkt n · (n − 1) · … berechnen.";"2023MgrundlegendBStochastikWTR1-1a";"neu"
"Wahrscheinlichkeit eines zweistufigen Prüfplans über Binomialwahrscheinlichkeiten berechnen";"Stochastik";"Binomialverteilung";"Die Annahmewahrscheinlichkeit eines Prüfplans mit einer ersten Stichprobe und einer bedingten zweiten Stichprobe als Summe von Binomialwahrscheinlichkeiten und einem Produkt berechnen.";"2023MgrundlegendBStochastikWTR1-2a";"neu"
"Wirkung eines kleineren Stichprobenumfangs auf eine Annahmewahrscheinlichkeit ohne Rechnung beurteilen";"Stochastik";"Binomialverteilung";"Ohne Rechnung beurteilen, wie sich ein kleinerer Stichprobenumfang bei gleicher Annahmezahl auf die Wahrscheinlichkeit „höchstens k Ausschuss“ auswirkt und für wen das vorteilhaft ist.";"2023MgrundlegendBStochastikWTR1-2b";"neu"
"Wahrscheinlichkeit eines Schnitts aus einem Randanteil und dem Anteil ohne beide Mängel nachweisen";"Stochastik";"Ereignisse und Mengenoperationen";"P(¬A ∩ B) als Differenz P(¬A) − P(¬A ∩ ¬B) nachweisen, wenn der Anteil ohne beide Merkmale und ein Randanteil gegeben sind.";"2023MgrundlegendBStochastikWTR1-2d";"neu"
"Binomialverteilung einer Zufallsgröße über die Bernoulli-Bedingungen begründen";"Stochastik";"Binomialverteilung";"Begründen, dass eine Zufallsgröße binomialverteilt ist (zwei Ergebnisse je Versuch, feste Trefferwahrscheinlichkeit, Unabhängigkeit), und p aus dem Sachzusammenhang ablesen.";"2023MgrundlegendBStochastikWTR2-1a";"neu"
"Erwartungswert der Augensumme aus dem Erwartungswert der Trefferzahl berechnen";"Stochastik";"Kenngrößen von Verteilungen";"Den Erwartungswert der Summe der erzielten Zahlen bei einem zweiwertigen Würfel aus E(X) = n · p und der Restanzahl berechnen.";"2023MgrundlegendBStochastikWTR2-1d";"neu"
"Term und Ereignis: Wahrscheinlichkeitsterm über das Gegenereignis gleicher Ergebnisse begründen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Begründen, dass ein Term der Form 1 − p^n − (1 − p)^n die Wahrscheinlichkeit dafür angibt, dass ein Spiel spätestens nach n Würfen entschieden ist (Gegenereignis: alle Ergebnisse gleich).";"2023MgrundlegendBStochastikWTR2-1e";"neu"
"Wahrscheinlichkeit eines Spielausgangs über Pfade mit Abbruch berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Für ein Spiel mit abwechselnden Würfen und Abbruch beim ersten Wechsel die Wahrscheinlichkeit eines Ausgangs bei begrenzter Wurfzahl als Summe der Pfadwahrscheinlichkeiten berechnen.";"2023MgrundlegendBStochastikWTR2-1f";"neu"
